Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,197
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,98
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,24
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,10
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,10
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,37
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,4
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,40
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,75
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,114
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,25
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,37
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,71
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Polestar,1,2
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,918 Spyder,1
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,84
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,57
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,117
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,848
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,2978
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,457
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,17
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,9
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,1
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,79
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,134
2021,Riverside,Other,Propane,,,5
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Audi,RS e-tron GT,1
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,118
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,3
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Azure Dynamics,Transit Connect,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,82
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,11
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,1343
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,S-10,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,104
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Coda,Coda,1
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,115
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,140
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,217
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),GMC,EV1,6
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,33
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Honda,EV Plus,7
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,69
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,184
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,24
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Kewet,Kewet,1
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,185
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,79
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,26
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,4
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,26
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,8
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1646
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,13
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,34
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,31
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,4425
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1299
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,602
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,1879
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Think Global,Think City,1
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,91
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,144
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,232
2021,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,33
2021,Sacramento,Diesel,Diesel,,,24303
2021,Sacramento,Gasoline,Flex Fuel,,,54066
2021,Sacramento,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,22
2021,Sacramento,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,15
2021,Sacramento,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,379
2021,Sacramento,Gasoline,Gasoline,,,1014836
2021,Sacramento,Gasoline Hybrid,Gasoline Hybrid,,,53990
2021,Sacramento,Other,Natural Gas,,,116
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,92
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,4
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,85
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,95
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,169
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,9
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,56
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,128
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,219
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,25
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,3
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,20
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2125
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,310
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,SF90 Stradale,1
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,630
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,15
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1163
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,26
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,717
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,111
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,22
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,84
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,7
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,110
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,1
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,231
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,67
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,14
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,5
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,14
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,13
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,2
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,30
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,26
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,71
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,10
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,20
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,88
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,918 Spyder,1
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,29
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,19
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,135
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,742
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,1882
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,275
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,7
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,6
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,4
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,66
2021,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,132
2021,Sacramento,Other,Propane,,,5
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,5
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,2
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,44
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,2
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Coda,Coda,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,3
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,7
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,11
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,2
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,7
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,6
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,26
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,209
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,63
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,25
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,79
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,10
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1
2021,San Benito,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,1
2021,San Benito,Diesel,Diesel,,,2414
2021,San Benito,Gasoline,Flex Fuel,,,3240
2021,San Benito,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,4
2021,San Benito,Gasoline,Gasoline,,,48415
2021,San Benito,Gasoline Hybrid,Gasoline Hybrid,,,1829
2021,San Benito,Other,Natural Gas,,,4
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,5
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,2
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,3
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,8
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,3
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,5
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,9
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,1
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,140
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,12
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,34
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,2
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,99
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,1
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,18
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,11
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,2
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,5
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,13
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,12
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,4
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,4
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,2
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,1
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,3
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,3
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,6
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,32
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,66
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,13
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,2
2021,San Benito,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,2
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,122
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,3
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,1
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Azure Dynamics,Transit Connect,4
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,105
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,47
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,809
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,79
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,221
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,61
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,261
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,2
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),GMC,EV1,3
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,37
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,101
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,170
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,27
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,87
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,45
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Lucid,Air,1
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,14
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,5
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,30
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQS,1
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,785
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,12
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,70
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,1
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,43
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,5534
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1375
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,822
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,2476
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,18
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,153
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,123
2021,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,21
2021,San Bernardino,Diesel,Diesel,,,30731
2021,San Bernardino,Gasoline,Flex Fuel,,,73280
2021,San Bernardino,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,15
2021,San Bernardino,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,15
2021,San Bernardino,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,196
2021,San Bernardino,Gasoline,Gasoline,,,1461746
2021,San Bernardino,Gasoline Hybrid,Gasoline Hybrid,,,45753
2021,San Bernardino,Other,Natural Gas,,,592
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,73
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,8
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,80
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,209
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,387
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,16
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,40
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,153
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,314
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,61
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,5
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,23
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1942
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,226
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,459
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,6
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1227
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,23
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,832
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,203
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,37
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,77
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,23
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,214
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,GS-6,1
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,2
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,166
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,64
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,19
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,4
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,8
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,25
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,2
2021,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,20
